,0
178,7871.0
179,7697.0
180,0.0
181,4731.0
182,0.0
183,0.0
184,7816.0
185,0.0
186,0.0
187,4259.0
188,12243.0
189,12368.0
190,7579.0
191,8393.0
192,0.0
193,2314.0
194,10650.0
195,8794.0
196,5341.0
197,1963.0
198,5872.0
199,4778.0
200,5100.0
201,7719.0
202,3419.0
203,10671.0
204,14049.5
205,0.0
206,0.0
207,4212.0
208,2492.0
209,7743.0
210,3724.0
211,8474.0
212,4613.0
213,0.0
214,11332.0
215,0.0
216,2053.0
217,0.0
218,0.0
219,8142.0
220,4321.0
221,3532.0
222,9215.0
223,3884.0
224,3467.0
225,5381.0
226,2971.0
227,12657.0
228,0.0
229,0.0
230,9314.0
231,7195.0
232,0.0
233,3950.0
234,7550.0
235,5093.0
236,5051.0
237,5150.0
238,13768.0
239,4673.0
240,4448.0
241,5497.0
242,4354.0
243,4848.0
244,6326.0
245,8150.0
246,5314.0
247,5943.0
248,7023.0
249,6357.0
250,6490.0
251,9922.0
252,6822.0
253,5526.0
254,0.0
255,9474.0
256,0.0
257,4408.0
258,4443.0
259,7043.0
260,3521.0
261,0.0
262,5912.0
263,4517.0
264,11598.0
265,5771.0
266,5073.0
267,0.0
268,0.0
269,0.0
270,9059.0
271,8279.0
272,6242.0
273,4389.0
274,4033.0
275,6318.0
276,4750.0
277,4975.0
278,9534.0
279,0.0
280,5507.0
281,0.0
282,10529.0
283,11502.0
284,6963.0
285,5632.0
286,8938.0
287,9107.0
288,0.0
289,0.0
290,9252.0
291,7139.0
292,6090.0
293,0.0
294,8713.0
295,8541.0
296,9233.0
297,4701.0
298,8951.0
299,5373.0
300,0.0
301,14020.0
302,6846.0
303,7079.0
304,5132.0
305,0.0
306,4602.0
307,7329.0
308,5127.0
309,4847.0
310,7010.0
311,6627.0
312,10516.0
313,6461.0
314,0.0
315,8000.0
316,3054.0
317,5912.0
318,8756.0
319,0.0
320,3727.0
321,5530.0
322,13238.0
323,4695.0
324,7258.0
325,6546.0
326,9896.0
327,7297.0
328,4675.0
329,0.0
330,10425.0
331,5087.0
332,4790.0
333,14049.5
334,6538.0
335,0.0
336,3244.0
337,0.0
338,5968.0
339,11506.0
340,7629.0
341,7011.0
342,0.0
343,14049.5
344,10425.0
345,3195.0
346,5426.0
347,3919.0
348,7276.0
349,4168.0
350,4089.0
351,7580.0
352,4180.0
353,6043.0
354,9569.0
355,7292.0
356,9227.0
357,3998.0
358,0.0
359,5166.0
360,0.0
361,13903.0
362,7783.0
363,5424.0
364,4432.0
365,7216.0
366,10403.0
367,0.0
368,7834.0
369,3007.0
370,6420.0
371,5210.0
372,8351.0
373,4332.0
374,0.0
375,7350.0
376,4618.0
377,5140.0
378,4027.0
379,4225.0
380,6817.0
381,7474.0
382,12040.0
383,8214.0
384,5160.0
385,6747.0
386,8982.0
387,7890.0
388,11029.0
389,0.0
390,7003.0
391,5761.0
392,4611.0
393,6252.0
394,6467.0
395,4727.0
396,3944.0
397,12998.0
398,0.0
399,10491.0
400,12799.0
401,0.0
402,0.0
403,9464.0
404,4145.0
405,0.0
406,6923.0
407,7282.0
408,4379.0
409,13531.0
410,4259.0
411,8619.0
412,11225.0
413,9102.0
414,5842.0
415,4241.0
416,5823.0
417,2777.0
418,6017.0
419,8237.0
420,4512.0
421,9213.0
422,6062.0
423,9956.0
424,10162.0
425,3055.0
426,7435.0
427,2964.0
428,0.0
429,6453.0
430,3538.0
431,14049.5
432,3696.0
433,5262.0
434,0.0
435,5825.0
436,5114.0
437,7711.0
438,14049.5
439,0.0
440,7003.0
441,6971.0
442,0.0
443,10890.0
444,7019.0
445,4390.0
446,0.0
447,0.0
448,5025.0
449,5276.0
450,4585.0
451,0.0
452,7104.0
453,8985.0
454,5458.0
455,14049.5
456,0.0
457,3280.0
458,9239.0
459,1692.0
460,4166.0
461,3642.0
462,3230.0
463,4608.0
464,0.0
465,5824.0
466,4811.0
467,0.0
468,5390.0
469,7613.0
470,8167.0
471,4417.0
472,10264.0
473,7342.0
474,0.0
475,0.0
476,2534.0
477,0.0
478,6077.0
479,0.0
480,4694.0
481,0.0
482,4417.0
483,5146.0
484,6964.0
485,5953.0
486,5974.0
487,5789.0
488,3156.0
489,0.0
490,5562.0
491,8597.0
492,6704.0
493,5365.0
494,0.0
495,0.0
496,0.0
497,7660.0
498,8212.0
499,9850.0
500,0.0
501,0.0
502,6506.0
503,6780.0
504,5712.0
505,4024.0
506,4871.0
507,4518.0
508,5694.0
509,3196.0
510,5330.0
511,13047.0
512,4695.0
513,5257.0
514,5032.0
515,7152.0
516,8712.0
517,6299.0
518,3879.0
519,3795.0
520,6842.0
521,5509.0
522,4623.0
523,3861.0
524,7949.0
525,0.0
526,3344.0
527,0.0
528,3430.0
529,4007.0
530,6995.0
531,0.0
532,0.0
533,7990.0
534,5294.0
535,2580.0
536,4421.0
537,3782.0
538,1366.0
539,4898.0
540,3370.0
541,4709.0
542,7745.0
543,5009.0
544,5870.0
545,5314.0
546,4873.0
547,5746.0
548,8002.0
549,6248.0
550,4137.0
551,4970.0
552,3986.0
553,5522.0
554,0.0
555,5957.0
556,0.0
557,6581.0
558,4172.0
559,10004.0
560,8916.0
561,5257.0
562,5761.0
563,6893.0
564,9479.0
565,14049.5
566,12143.0
567,4067.0
568,6695.0
569,0.0
570,7015.0
571,0.0
572,6518.0
573,3791.0
574,7212.0
575,0.0
576,5096.0
577,5511.0
578,3578.0
579,4682.0
580,3679.0
581,6381.0
582,8469.0
583,5518.0
584,7570.0
585,4272.0
586,5728.0
587,8023.0
588,7983.0
589,0.0
590,0.0
591,4686.0
592,0.0
593,6391.0
594,9907.0
595,2731.0
596,3775.0
597,13359.0
598,8284.0
599,0.0
600,3892.0
601,5904.0
602,6663.0
603,9519.0
604,6263.0
605,2945.0
606,0.0
607,10754.0
608,6616.0
609,5413.0
610,0.0
611,7615.0
612,10897.0
613,4431.0
614,8432.0
615,4205.0
616,6215.0
617,3940.0
618,0.0
619,14049.5
620,3120.0
621,4854.0
622,11449.0
623,4166.0
624,5150.0
625,9623.0
626,0.0
627,8523.0
628,8862.0
629,7498.0
630,6910.0
631,0.0
632,4891.0
633,0.0
634,7222.0
635,6601.0
636,5346.0
637,7757.0
638,9150.0
639,8494.0
640,5251.0
641,10223.0
642,4237.0
643,5786.0
644,6526.0
645,2627.0
646,5919.0
647,11128.0
648,5869.0
649,7036.0
650,7054.0
651,0.0
652,6236.0
653,6751.0
654,6708.0
655,10167.0
656,4744.0
657,14049.5
658,7778.0
659,13464.0
660,9816.0
661,0.0
662,4705.0
663,7107.0
664,0.0
665,12140.0
666,3819.0
667,5547.0
668,7306.0
669,0.0
670,0.0
671,12611.0
672,11375.0
673,13854.0
674,9520.0
675,0.0
676,0.0
677,9726.0
678,4822.0
679,5338.0
680,10200.0
681,11375.0
682,7164.0
683,3716.0
684,0.0
685,3362.0
686,6658.0
687,5861.0
688,5396.0
689,5658.0
690,2670.0
691,14049.5
692,8670.0
693,5269.0
694,5249.0
695,0.0
696,6237.0
697,6375.0
698,7217.0
699,6727.0
700,5756.0
701,6125.0
702,6219.0
703,2638.0
704,0.0
705,7834.0
706,11122.0
707,6292.0
708,4471.0
709,6042.0
710,5832.0
711,10693.0
712,8201.0
713,10893.0
714,3792.0
715,0.0
716,4666.0
717,4035.0
718,4542.0
719,8244.0
720,5176.0
721,4994.0
722,4965.0
723,3063.0
724,10339.0
725,8223.0
726,8236.0
727,9212.0
728,14049.5
729,0.0
730,0.0
731,4207.0
732,11626.0
733,5417.0
734,6006.0
735,7875.0
736,4674.0
737,5092.0
738,8627.0
739,4288.0
740,9013.0
741,0.0
742,4782.0
743,2672.0
744,4014.0
745,5549.0
746,7372.0
747,0.0
748,0.0
749,7362.0
750,4811.0
751,8862.0
752,0.0
753,5448.0
754,6121.0
755,9714.0
756,5320.0
757,4461.0
758,3581.0
759,0.0
760,5812.0
761,3884.0
762,8058.0
763,4063.0
764,14049.5
765,8780.0
766,8091.0
767,6737.0
768,8997.0
769,9339.0
770,5272.0
771,10748.0
772,6087.0
773,6062.0
774,3309.0
775,9106.0
776,0.0
777,8337.0
778,7831.0
779,9501.0
780,5284.0
781,0.0
782,3872.0
783,6412.0
784,6017.0
785,4433.0
786,7428.0
787,3785.0
788,6805.0
789,6043.0
790,11421.0
791,4051.0
792,6079.0
793,4573.0
794,8454.0
795,5455.0
796,6453.0
797,0.0
798,3552.0
799,0.0
800,0.0
801,4892.0
802,3687.0
803,4058.0
804,2947.0
805,0.0
806,8809.0
807,9044.0
808,11175.0
809,4230.0
810,2567.0
811,8576.0
812,14049.5
813,5727.0
814,6921.0
815,6706.0
816,4222.0
817,3146.0
818,0.0
819,6797.0
820,3739.0
821,10023.0
822,7489.0
823,0.0
824,5238.0
825,4671.0
826,11370.0
827,10772.0
828,6655.0
829,2627.0
830,6822.0
831,7746.0
832,4928.0
833,4568.0
834,14049.5
835,0.0
836,3877.0
837,0.0
838,9619.0
839,9319.0
840,0.0
841,3937.0
842,0.0
843,3560.0
844,6262.0
845,3355.0
846,5901.0
847,0.0
848,4065.0
849,10800.0
850,2980.0
851,5579.0
852,11071.0
853,5029.0
854,6047.0
855,3765.0
856,6702.0
857,5378.0
858,11629.0
859,11360.0
860,5932.0
861,6930.0
862,6346.0
863,6006.0
864,2923.0
865,0.0
866,3979.0
867,7051.0
868,7079.0
869,0.0
870,5486.0
871,0.0
872,4553.0
873,0.0
874,7915.0
875,4859.0
876,8664.0
877,6301.0
878,9989.0
879,9589.0
880,0.0
881,0.0
882,14049.5
883,7887.0
884,5789.0
885,6182.0
886,5661.0
887,6742.0
888,0.0
889,0.0
890,6139.0
891,2411.0
892,0.0
893,0.0
894,5204.0
895,12931.0
896,12138.0
897,4771.0
898,0.0
899,3589.0
900,4345.0
901,6938.0
902,12640.0
903,10872.0
904,0.0
905,5535.0
906,13007.0
907,7576.0
908,8893.0
909,3097.0
910,7547.0
911,3555.0
912,7025.0
913,2090.0
914,14049.5
915,11817.0
916,5083.0
917,7616.0
918,11349.0
919,6303.0
920,11476.0
921,2796.0
922,0.0
923,5787.0
924,10525.0
925,7712.0
926,0.0
927,0.0
928,12177.0
929,4695.0
930,4963.0
931,8441.0
932,8168.0
933,5086.0
934,4848.0
935,7716.0
936,3969.0
937,5668.0
938,7534.0
939,5429.0
940,7258.0
941,0.0
942,6531.0
943,1934.0
944,5943.0
945,0.0
946,9381.0
947,6420.0
948,10667.0
949,5104.0
950,6598.0
951,6546.0
952,5863.0
953,0.0
954,9157.0
955,3613.0
956,8162.0
957,4080.0
958,5554.0
959,6886.0
960,3955.0
961,6190.0
962,5212.0
963,4126.0
964,0.0
965,6235.0
966,0.0
967,5735.0
968,7716.0
969,3387.0
970,5276.0
971,9786.0
972,0.0
973,0.0
974,6960.0
975,0.0
976,3471.0
977,3382.0
978,14049.5
979,0.0
980,0.0
981,5002.0
982,9144.0
983,8274.0
984,0.0
985,10915.0
986,0.0
987,0.0
988,9626.0
989,4259.0
990,9310.0
991,3683.0
992,8883.0
993,7930.0
994,8551.0
995,12793.0
996,6277.0
997,4596.0
998,7702.0
999,7303.0
1000,10801.0
1001,5111.0
1002,7268.0
1003,0.0
1004,2747.0
1005,7168.0
1006,4779.0
1007,0.0
1008,8001.0
1009,4996.0
1010,0.0
1011,8194.0
1012,7071.0
1013,5688.0
1014,5371.0
1015,6189.0
1016,11648.0
1017,4413.0
1018,14049.5
1019,3347.0
1020,2363.0
1021,6338.0
1022,0.0
1023,5298.0
1024,4666.0
1025,4305.0
1026,5923.0
1027,5489.0
1028,13135.0
1029,3860.0
1030,5938.0
1031,8334.0
1032,10132.0
1033,14049.5
1034,5819.0
1035,5862.0
1036,3613.0
1037,4189.0
1038,5930.0
1039,10982.0
1040,6162.0
1041,6209.0
1042,6441.0
1043,4304.0
1044,8293.0
1045,4240.0
1046,6497.0
1047,5379.0
1048,1912.0
1049,6198.0
1050,0.0
1051,6723.0
1052,7044.0
1053,5036.0
1054,12620.0
1055,5509.0
1056,0.0
1057,6066.0
1058,1303.0
1059,3763.0
1060,0.0
1061,8057.0
1062,0.0
1063,10538.0
1064,3683.0
1065,0.0
1066,6450.0
1067,9370.0
1068,6436.0
1069,0.0
1070,6819.0
1071,6878.0
1072,0.0
1073,3623.0
1074,9101.0
1075,0.0
1076,0.0
1077,3129.0
1078,5689.0
1079,8514.0
1080,3405.0
1081,5680.0
1082,6945.0
1083,4660.0
1084,7791.0
1085,0.0
1086,8947.0
1087,5460.0
1088,7662.0
1089,8615.0
1090,6557.0
1091,4069.0
1092,7080.0
1093,3178.0
1094,4501.0
1095,8349.0
1096,6176.0
1097,6628.0
1098,7343.0
1099,0.0
1100,4439.0
1101,6401.0
1102,0.0
1103,9208.0
1104,5864.0
1105,12061.0
1106,11544.0
1107,3698.0
1108,5923.0
1109,7816.0
1110,7401.0
1111,0.0
1112,14049.5
1113,0.0
1114,9806.0
1115,0.0
1116,0.0
1117,3578.0
1118,7576.0
1119,5337.0
1120,10115.0
1121,10084.0
1122,0.0
1123,6115.0
1124,0.0
1125,5886.0
1126,6126.0
1127,0.0
1128,4939.0
1129,7084.0
1130,5578.0
1131,3496.0
1132,0.0
1133,6374.0
1134,9863.0
1135,4247.0
1136,4673.0
1137,13180.0
1138,4770.0
1139,9068.0
1140,0.0
1141,9371.0
1142,7672.0
1143,5548.0
1144,3401.0
1145,5755.0
1146,3565.0
1147,4851.0
1148,8239.0
1149,0.0
1150,0.0
1151,4301.0
1152,6851.0
1153,4087.0
1154,8490.0
1155,5815.0
1156,12263.0
1157,0.0
1158,3880.0
1159,7800.0
1160,5697.0
1161,2848.0
1162,3903.0
1163,6728.0
1164,6126.0
1165,9180.0
1166,4638.0
1167,10847.0
1168,0.0
1169,8970.0
1170,7210.0
1171,4388.0
1172,0.0
1173,0.0
1174,0.0
1175,9105.0
1176,7315.0
1177,10478.0
1178,10298.0
1179,6690.0
1180,5351.0
1181,0.0
1182,7346.0
1183,0.0
1184,7084.0
1185,2571.0
1186,11089.0
1187,0.0
1188,7506.0
1189,0.0
1190,6244.0
1191,3070.0
1192,10643.0
1193,5449.0
1194,4609.0
1195,8348.0
1196,6693.0
1197,5410.0
1198,3093.0
1199,2947.0
1200,9611.0
1201,7225.0
1202,4910.0
1203,3975.0
1204,7067.0
1205,7727.0
1206,6940.0
1207,4225.0
1208,3934.0
1209,4010.0
1210,4299.0
1211,4359.0
1212,4238.0
1213,5879.0
1214,10837.0
1215,0.0
1216,4566.0
1217,14049.5
1218,0.0
1219,0.0
1220,12779.0
1221,4900.0
1222,7041.0
1223,0.0
1224,8461.0
1225,4911.0
1226,5861.0
1227,5782.0
1228,5770.0
1229,3568.0
1230,3401.0
1231,9485.0
1232,3481.0
1233,6135.0
1234,3996.0
1235,8140.0
1236,6973.0
1237,9233.0
1238,5492.0
1239,14049.5
1240,4071.0
1241,5508.0
1242,10770.0
1243,3825.0
1244,0.0
1245,4531.0
1246,8734.0
1247,4538.0
1248,2975.0
1249,0.0
1250,7728.0
1251,0.0
1252,0.0
1253,8148.0
1254,2524.0
1255,0.0
1256,8464.0
1257,3911.0
1258,6742.0
1259,4137.0
1260,9757.0
1261,0.0
1262,6335.0
1263,12133.0
1264,6168.0
1265,9174.0
1266,7377.0
1267,5927.0
1268,5623.0
1269,7349.0
1270,5752.0
1271,0.0
1272,2221.0
1273,2705.0
1274,5035.0
1275,11439.0
1276,5400.0
1277,5318.0
1278,5486.0
1279,1859.0
1280,5247.0
1281,4877.0
1282,2508.0
1283,7104.0
1284,5397.0
1285,0.0
1286,5563.0
1287,7727.0
1288,11837.0
1289,0.0
1290,6052.0
1291,5650.0
1292,7531.0
1293,6124.0
1294,0.0
1295,0.0
1296,11086.0
1297,14032.0
1298,10253.0
1299,4917.0
1300,5147.0
1301,10808.0
1302,4117.0
1303,0.0
1304,5776.0
1305,0.0
1306,7900.0
1307,2085.0
1308,3636.0
1309,4004.0
1310,10543.0
1311,8450.0
1312,0.0
1313,5363.0
1314,8799.0
1315,0.0
1316,7809.0
1317,7594.0
1318,6329.0
1319,12931.0
1320,6184.0
1321,3127.0
1322,7242.0
1323,5504.0
1324,0.0
1325,0.0
1326,8215.0
1327,0.0
1328,5538.0
1329,8185.0
1330,9664.0
1331,6386.0
1332,4103.0
1333,11373.0
1334,8534.0
1335,14049.5
1336,0.0
1337,4541.0
1338,5336.0
1339,0.0
1340,6875.0
1341,4097.0
1342,6153.0
1343,2939.0
1344,12470.0
1345,6853.0
1346,9104.0
1347,3763.0
1348,10871.0
1349,6997.0
1350,5285.0
1351,11977.0
1352,0.0
1353,0.0
1354,3864.0
1355,5989.0
1356,6092.0
1357,8654.0
1358,6048.0
1359,4598.0
1360,0.0
1361,6607.0
1362,5789.0
1363,0.0
1364,0.0
1365,5673.0
1366,9809.0
1367,4362.0
1368,7460.0
1369,0.0
1370,0.0
1371,9155.0
1372,3371.0
1373,2699.0
1374,4839.0
1375,11015.0
1376,8508.0
1377,5579.0
1378,9762.0
1379,7371.0
1380,0.0
1381,3638.0
1382,5445.0
1383,4265.0
1384,9623.0
1385,0.0
1386,10209.0
1387,6359.0
1388,7211.0
1389,8585.0
1390,0.0
1391,7124.0
1392,0.0
1393,9745.0
1394,8221.0
1395,6615.0
1396,7946.0
1397,4461.0
1398,0.0
1399,7964.0
1400,7026.0
1401,6890.0
1402,0.0
1403,9769.0
1404,0.0
1405,0.0
1406,6600.0
1407,14049.5
1408,5416.0
1409,4490.0
1410,5075.0
1411,3215.0
1412,3082.0
1413,6023.0
1414,6222.0
1415,9542.0
1416,1501.0
1417,3322.0
1418,12863.0
1419,6933.0
1420,6491.0
1421,4861.0
1422,8470.0
1423,4298.0
1424,0.0
1425,4319.0
1426,5264.0
1427,0.0
1428,5235.0
1429,0.0
1430,3296.0
1431,1206.0
1432,0.0
1433,5987.0
1434,2267.0
1435,5288.0
1436,5382.0
1437,6177.0
1438,0.0
1439,5360.0
1440,10164.0
1441,0.0
1442,0.0
1443,5371.0
1444,4473.0
1445,6138.0
1446,0.0
1447,0.0
1448,6615.0
1449,7589.0
1450,7138.0
1451,8658.0
1452,4407.0
1453,13670.0
1454,6754.0
1455,0.0
1456,4666.0
1457,0.0
1458,5037.0
1459,5264.0
1460,14049.5
1461,5257.0
1462,13108.0
1463,13526.0
1464,5177.0
1465,3949.0
1466,5871.0
1467,0.0
1468,0.0
1469,3164.0
1470,8506.0
1471,7703.0
1472,2696.0
1473,14049.5
1474,3767.0
1475,8360.0
1476,4510.0
1477,3927.0
1478,5917.0
1479,10413.0
1480,5664.0
1481,4946.0
1482,5110.0
1483,4829.0
1484,5150.0
1485,0.0
1486,12915.0
1487,8473.0
1488,4828.0
1489,0.0
1490,9085.0
1491,9663.0
1492,3250.0
1493,0.0
1494,10388.0
1495,0.0
1496,14049.5
1497,2446.0
1498,12251.0
1499,9827.0
1500,5613.0
1501,0.0
1502,6789.0
1503,0.0
1504,7452.0
1505,9651.0
1506,6329.0
1507,14049.5
1508,4782.0
1509,6082.0
1510,12958.0
1511,0.0
1512,6920.0
1513,5992.0
1514,5844.0
1515,5529.0
1516,0.0
1517,5045.0
1518,0.0
1519,4866.0
1520,8927.0
1521,13032.0
1522,6194.0
1523,6590.0
1524,3643.0
1525,4701.0
1526,11404.0
1527,5415.0
1528,7276.0
1529,6500.0
1530,5017.0
1531,5671.0
1532,7330.0
1533,6042.0
1534,6001.0
1535,0.0
1536,5280.0
1537,9457.0
1538,4040.0
1539,1318.0
1540,13729.0
1541,10114.0
1542,10868.0
1543,0.0
1544,7670.0
1545,7620.0
1546,11009.0
1547,5926.0
1548,6149.0
1549,4686.0
1550,8915.0
1551,7349.0
1552,0.0
1553,9237.0
1554,14049.5
1555,5060.0
1556,4057.0
1557,7327.0
1558,5503.0
1559,7100.0
1560,4423.0
1561,3724.0
1562,4659.0
1563,14049.5
1564,10650.0
1565,6689.0
1566,4482.0
1567,6317.0
1568,9889.0
1569,6658.0
1570,9403.0
1571,9295.0
1572,6396.0
1573,0.0
1574,8121.0
1575,6376.0
1576,6584.0
1577,5637.0
1578,0.0
1579,6348.0
1580,9345.0
1581,4515.0
1582,8967.0
1583,4024.0
1584,8161.0
1585,7311.0
1586,0.0
1587,6262.0
1588,7484.0
1589,2756.0
1590,9930.0
1591,5735.0
1592,5016.0
1593,6768.0
1594,7107.0
1595,4392.0
1596,0.0
1597,6707.0
1598,0.0
1599,5179.0
1600,4783.0
1601,4105.0
1602,8637.0
1603,6286.0
1604,0.0
1605,5558.0
1606,6370.0
1607,4468.0
1608,8508.0
1609,0.0
1610,2851.0
1611,0.0
1612,7261.0
1613,1538.0
1614,0.0
1615,0.0
1616,7847.0
1617,6183.0
1618,7778.0
1619,8104.0
1620,14049.5
1621,8042.0
1622,8598.0
1623,0.0
1624,14049.5
1625,8215.0
1626,0.0
1627,6052.0
1628,0.0
1629,10559.0
1630,0.0
1631,14049.5
1632,4127.0
1633,0.0
1634,6913.0
1635,6446.0
1636,7533.0
1637,7095.0
1638,0.0
1639,4963.0
1640,0.0
1641,6904.0
1642,8817.0
1643,5966.0
1644,5774.0
1645,4542.0
1646,0.0
1647,3407.0
1648,6230.0
1649,7370.0
1650,12871.0
1651,5512.0
1652,7603.0
1653,7942.0
1654,4227.0
1655,0.0
1656,2659.0
1657,3405.0
1658,0.0
1659,9012.0
1660,0.0
1661,6055.0
1662,4575.0
1663,9195.0
1664,12525.0
1665,3830.0
1666,5876.0
1667,4962.0
1668,5243.0
1669,0.0
1670,10839.0
1671,0.0
1672,8415.0
1673,8110.0
1674,4206.0
1675,0.0
1676,0.0
1677,8942.0
1678,4740.0
1679,7710.0
1680,7402.0
1681,11117.0
1682,2548.0
1683,6167.0
1684,12832.0
1685,8035.0
1686,4764.0
1687,4021.0
1688,12669.0
1689,5304.0
1690,3669.0
1691,10733.0
1692,4059.0
1693,5678.0
1694,0.0
1695,4144.0
1696,0.0
1697,9281.0
1698,6468.0
1699,6493.0
1700,5391.0
1701,0.0
1702,12397.0
1703,0.0
1704,1891.0
1705,9176.0
1706,0.0
1707,3514.0
1708,4360.0
1709,14049.5
1710,9871.0
1711,7151.0
1712,5631.0
1713,0.0
1714,8288.0
1715,7768.0
1716,3978.0
1717,11088.0
1718,2240.0
1719,7349.0
1720,12536.0
1721,4678.0
1722,4021.0
1723,7093.0
1724,11535.0
1725,6249.0
1726,5385.0
1727,6370.0
1728,0.0
1729,0.0
1730,4456.0
1731,2023.0
1732,4238.0
1733,10476.0
1734,12226.0
1735,0.0
1736,0.0
1737,4124.0
1738,7703.0
1739,6385.0
1740,14049.5
1741,6672.0
1742,8140.0
1743,11704.0
1744,7212.0
1745,7092.0
1746,0.0
1747,5267.0
1748,4718.0
1749,3632.0
1750,4386.0
1751,9947.0
1752,12702.0
1753,12302.0
1754,11214.0
1755,0.0
1756,6607.0
1757,3748.0
1758,5724.0
1759,7247.0
1760,5204.0
1761,6192.0
1762,6119.0
1763,5694.0
1764,11809.0
1765,0.0
1766,6862.0
1767,5814.0
1768,6355.0
1769,0.0
1770,7066.0
1771,7725.0
1772,6503.0
1773,0.0
1774,5708.0
1775,0.0
1776,6034.0
1777,4338.0
1778,9641.0
1779,7106.0
1780,0.0
1781,6120.0
1782,4478.0
1783,10559.0
1784,0.0
1785,3426.0
1786,0.0
1787,5704.0
1788,4629.0
1789,6221.0
1790,4357.0
1791,4844.0
1792,7660.0
1793,5458.0
1794,5458.0
1795,3691.0
1796,6788.0
1797,7599.0
1798,4406.0
1799,2023.0
1800,6946.0
1801,9290.0
1802,10359.0
1803,7074.0
1804,0.0
1805,7850.0
1806,14049.5
1807,10056.0
1808,0.0
1809,7543.0
1810,0.0
1811,4325.0
1812,5863.0
1813,5784.0
1814,6028.0
1815,4433.0
1816,7921.0
1817,6499.0
1818,8201.0
1819,0.0
1820,4887.0
1821,6029.0
1822,2636.0
1823,7689.0
1824,0.0
1825,4871.0
1826,5138.0
1827,8464.0
1828,9455.0
1829,4806.0
1830,3927.0
1831,0.0
1832,4595.0
1833,3632.0
1834,8603.0
1835,5882.0
1836,4282.0
1837,8766.0
1838,11170.0
1839,7627.0
1840,0.0
1841,6535.0
1842,0.0
1843,4120.0
1844,7293.0
1845,14049.5
1846,5430.0
1847,9539.0
1848,2304.0
1849,1867.0
1850,8739.0
1851,4678.0
1852,0.0
1853,7337.0
1854,4655.0
1855,0.0
1856,0.0
1857,4712.0
1858,6551.0
1859,5102.0
1860,8360.0
1861,6127.0
1862,5411.0
1863,0.0
1864,11693.0
1865,0.0
1866,3362.0
1867,7708.0
1868,0.0
1869,5423.0
1870,6827.0
1871,14049.5
1872,7556.0
1873,0.0
1874,11182.0
1875,11486.0
1876,11560.0
1877,7161.0
1878,5437.0
1879,0.0
1880,10053.0
1881,4578.0
1882,4040.0
1883,5710.0
1884,11782.0
1885,6711.0
1886,4565.0
1887,9062.0
1888,3747.0
1889,9918.0
1890,8390.0
1891,0.0
1892,5182.0
1893,5453.0
1894,6262.0
1895,5261.0
1896,5997.0
1897,4975.0
1898,4286.0
1899,0.0
1900,0.0
1901,8565.0
1902,7879.0
1903,6396.0
1904,4107.0
1905,0.0
1906,8182.0
1907,0.0
1908,4993.0
1909,3459.0
1910,0.0
1911,8061.0
1912,5027.0
1913,3370.0
1914,8036.0
1915,0.0
1916,5042.0
